frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,297669.851471,203835.000000,0.000000
4,303643.512262,160226.000000,0.000000
8,238050.858335,184709.000000,0.000000
16,310870.860476,163159.000000,0.000000
32,398880.943952,253084.000000,0.000000
64,200371.492219,133754.000000,0.000000
128,728078.835462,266375.000000,0.000000
256,567814.528255,234913.000000,0.000000
512,652153.512601,231550.000000,0.000000
1024,735797.818221,279154.000000,0.000000
2048,734202.412779,289486.000000,0.000000
4096,425048.450305,237991.000000,0.000000
8192,282380.411300,77407.000000,0.000000
16384,1060656.521315,192768.000000,0.000000
32768,1984099.309987,301443.000000,0.000000
65536,2268340.451544,221557.000000,0.000000
