frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,226732.596216,129949.000000,39.937451
4,86024.926271,29390.000000,144.076369
8,410034.409411,276100.000000,578.373582
16,188819.306455,108013.000000,92.919320
32,168658.308414,86692.000000,653.602326
64,294083.369654,271928.000000,190.068409
128,480224.686891,249562.000000,21375.390523
256,183323.677022,110613.000000,3403.715911
512,311312.757834,278043.000000,19729.131963
1024,150275.504211,84236.000000,20537.888207
2048,300994.535510,161514.000000,13946.675482
4096,482748.676168,301180.000000,34241.302589
8192,485248.739693,276567.000000,41461.621097
16384,167754.389346,65378.000000,107408.745794
32768,325603.312887,143375.000000,241152.682519
65536,426157.601500,209482.000000,364286.375873
