frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,116864.799050,74842.000000,0.000000
4,546541.251602,296498.000000,0.000000
8,343174.173192,247966.000000,0.000000
16,466606.502505,266597.000000,0.000000
32,581360.047513,274932.000000,0.000000
64,308591.466865,227955.000000,0.000000
128,309713.009473,133198.000000,0.000000
256,1089938.194151,292635.000000,0.000000
512,913851.237351,285502.000000,0.000000
1024,692046.876206,293714.000000,0.000000
2048,674401.285177,278527.000000,0.000000
4096,1070955.200065,284901.000000,0.000000
8192,541112.478732,233811.000000,0.000000
16384,602743.723465,134362.000000,0.000000
32768,1094534.684841,156687.000000,0.000000
65536,930548.111099,90380.000000,0.000000
