frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,266670.595927,131546.000000,0.000000
4,264777.919905,150634.000000,0.000000
8,319991.849634,122738.000000,0.000000
16,407508.526248,177029.000000,0.000000
32,305678.901001,132042.000000,0.000000
64,604574.056831,259709.000000,0.000000
128,401160.869066,292709.000000,0.000000
256,926405.696112,277065.000000,0.000000
512,400597.593214,191251.000000,0.000000
1024,528116.488635,206354.000000,0.000000
2048,664971.484198,267565.000000,0.000000
4096,731963.713866,266220.000000,0.000000
8192,1024739.976362,297118.000000,0.000000
16384,971095.514093,138952.000000,0.000000
32768,363335.501588,175021.000000,0.000000
65536,1165662.983339,231712.000000,0.000000
