frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,273950.412643,229607.000000,0.000000
4,217230.431307,150290.000000,0.000000
8,450769.214177,255479.000000,0.000000
16,208414.662414,125131.000000,0.000000
32,199618.339428,116161.000000,0.000000
64,422063.048521,208291.000000,0.000000
128,486957.617820,267092.000000,0.000000
256,255422.233609,159931.000000,0.000000
512,538202.112921,266247.000000,0.000000
1024,233391.014579,126508.000000,0.000000
2048,270592.785116,164706.000000,0.000000
4096,206158.260972,109969.000000,0.000000
8192,350103.641165,128866.000000,0.000000
16384,351648.041981,198198.000000,0.000000
32768,680277.607742,218005.000000,0.000000
65536,370706.524042,227379.000000,0.000000
