frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,323013.769909,242131.000000,0.000000
4,360149.083774,209015.000000,0.000000
8,271032.981685,180411.000000,0.000000
16,50030.090805,19127.000000,0.000000
32,586342.573431,264560.000000,0.000000
64,238393.581908,142378.000000,0.000000
128,137206.898121,71941.000000,0.000000
256,371734.844608,230971.000000,0.000000
512,364862.014880,262560.000000,0.000000
1024,381328.155061,263250.000000,0.000000
2048,184445.261753,138169.000000,0.000000
4096,237301.889293,96221.000000,0.000000
8192,458658.027561,275576.000000,0.000000
16384,358440.718012,106763.000000,0.000000
32768,1448472.866132,238989.000000,0.000000
65536,745477.047574,190244.000000,0.000000
