frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,87574.558212,51100.000000,85.644615
4,453759.590334,303178.000000,53.907328
8,281974.525090,188347.000000,326.185530
16,79275.180246,34520.000000,263.755569
32,322061.671700,202913.000000,397.910794
64,412747.990979,292532.000000,204.191087
128,258121.662322,156786.000000,815.990196
256,245486.634137,191181.000000,11491.591013
512,268390.639403,165411.000000,15443.303630
1024,462282.886257,263488.000000,25950.444736
2048,535898.999116,278546.000000,10854.662777
4096,704243.282305,247229.000000,20541.551207
8192,523496.939352,209952.000000,204928.192524
16384,424722.692253,192210.000000,346904.198529
32768,707594.078427,134664.000000,665343.403540
65536,816951.452077,269812.000000,683883.301109
