frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,111428.382188,63118.000000,20.273135
4,132830.239324,67555.000000,34.496377
8,173591.003082,85490.000000,68.541958
16,283593.396404,189311.000000,1465.527891
32,513834.619234,261282.000000,146.232691
64,192547.903775,113404.000000,3832.686656
128,715559.402763,294824.000000,74961.891218
256,688307.003477,259693.000000,14641.180656
512,699172.260866,263114.000000,4234.033538
1024,809985.230327,271823.000000,113905.575908
2048,720151.308309,264943.000000,64517.068935
4096,1033317.903863,290847.000000,231055.246443
8192,400815.201047,53179.000000,107640.962008
16384,559346.292686,145371.000000,150298.638161
32768,2461142.592479,215899.000000,2442252.011194
65536,1199854.252549,101247.000000,957295.678906
