frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,117600.271330,88802.000000,0.000000
4,156035.657688,118693.000000,0.000000
8,543266.638615,278014.000000,0.000000
16,164492.871095,102938.000000,0.000000
32,279476.307429,157026.000000,0.000000
64,534024.170238,264399.000000,0.000000
128,198410.227599,129012.000000,0.000000
256,207462.556058,111166.000000,0.000000
512,420720.110480,239613.000000,0.000000
1024,162102.197360,95805.000000,0.000000
2048,315067.197790,211889.000000,0.000000
4096,169515.060714,82105.000000,0.000000
8192,297402.554389,134676.000000,0.000000
16384,913269.372237,255784.000000,0.000000
32768,295907.352518,130105.000000,0.000000
65536,1119332.577580,248134.000000,0.000000
