frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,334379.676888,264117.000000,39.635842
4,133408.587029,94342.000000,33.837849
8,155487.617623,100177.000000,98.356494
16,415642.226280,281247.000000,72.952039
32,393586.520665,384158.000000,1454.792425
64,74877.910601,49126.000000,4241.971829
128,257468.554760,192103.000000,204.230262
256,318910.948252,226149.000000,793.224432
512,303401.028594,265245.000000,10644.082628
1024,299918.869200,281856.000000,68035.170934
2048,299095.268903,220829.000000,7113.029734
4096,178560.599806,85098.000000,88120.531552
8192,414597.521480,204003.000000,40180.846482
16384,122418.266276,55861.000000,75093.830739
32768,339054.860471,128027.000000,198134.772996
65536,268897.697017,233441.000000,103304.358635
