frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,121530.878512,56633.000000,39.051248
4,311788.448165,190438.000000,27.037012
8,135039.366971,72685.000000,16.000000
16,241726.914099,205189.000000,14.317821
32,272375.449092,144203.000000,247.517676
64,338796.606242,253463.000000,1088.755712
128,417453.264796,210610.000000,120.826322
256,557333.927586,291853.000000,891.743237
512,419861.949831,196888.000000,1041.671253
1024,656152.492142,336472.000000,55951.472992
2048,296271.271689,171185.000000,51238.310033
4096,354467.758334,193722.000000,39703.906861
8192,369257.808906,281186.000000,113001.308877
16384,139179.796292,58073.000000,104278.151475
32768,620422.260277,258429.000000,582693.059922
65536,312490.891421,159407.000000,297443.145737
