frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,102836.946580,60726.000000,21.656408
4,130050.063772,69205.000000,146.270298
8,187661.065056,148324.000000,207.284828
16,206986.676296,114360.000000,133.157801
32,233012.130165,164891.000000,10072.546699
64,263915.841436,139538.000000,279.383249
128,282259.262785,169520.000000,248.600080
256,383060.050194,204429.000000,1180.719272
512,523558.513734,313025.000000,93533.258240
1024,432459.497757,263478.000000,81902.298112
2048,473560.134195,244765.000000,222366.280182
4096,691057.474571,298065.000000,14348.310597
8192,288539.814341,135922.000000,194474.870647
16384,416727.776212,177501.000000,196079.151594
32768,448964.150768,124687.000000,278400.582270
65536,1226533.304202,231968.000000,1006857.535623
