frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,220612.572085,147895.000000,104.594455
4,63321.642114,38268.000000,18.027756
8,160983.660957,78698.000000,48.754487
16,217591.867192,164794.000000,77.408010
32,288461.853369,175052.000000,111.099055
64,84665.916478,37118.000000,1170.733531
128,520177.109517,272015.000000,1735.114694
256,155838.294844,98869.000000,1156.353320
512,446605.051287,263522.000000,5331.817326
1024,240955.956812,132667.000000,1306.214760
2048,576065.166162,257732.000000,212243.656421
4096,504666.899189,269563.000000,186616.222703
8192,552738.432672,296140.000000,176920.063503
16384,309272.281259,150374.000000,150441.617350
32768,737343.169212,299171.000000,727769.622863
65536,851586.828677,162209.000000,845961.032671
