frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,152577.273544,133910.000000,0.000000
4,130451.307149,74045.000000,0.000000
8,96422.617196,43849.000000,0.000000
16,108049.008880,72777.000000,0.000000
32,327922.261898,291320.000000,0.000000
64,212751.701300,163000.000000,0.000000
128,79965.056293,50843.000000,0.000000
256,68981.083211,40612.000000,0.000000
512,273163.376301,201851.000000,0.000000
1024,250353.833312,166909.000000,0.000000
2048,401347.179675,260638.000000,0.000000
4096,324759.364659,264256.000000,0.000000
8192,270318.343288,198126.000000,0.000000
16384,291671.092663,111108.000000,0.000000
32768,269769.568940,200678.000000,0.000000
65536,469434.126578,252573.000000,0.000000
