frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,110549.479275,101131.000000,0.000000
4,237721.424914,213934.000000,0.000000
8,334940.993897,306097.000000,0.000000
16,170063.627666,149260.000000,0.000000
32,221330.211591,124878.000000,0.000000
64,157525.245961,100807.000000,0.000000
128,189505.064004,133334.000000,0.000000
256,107347.992142,66719.000000,0.000000
512,132465.223085,93922.000000,0.000000
1024,230838.937333,171834.000000,0.000000
2048,210010.345552,184028.000000,0.000000
4096,179817.237822,103919.000000,0.000000
8192,556865.520111,296317.000000,0.000000
16384,327549.059382,174835.000000,0.000000
32768,163955.456875,83850.000000,0.000000
65536,364479.697598,125601.000000,0.000000
