frequency,BAL_L2_norm_flow_time,BAL_maximum_flow_time,BAL_longest_H_L2_norm
2,68204.341783,32756.000000,46.086874
4,98413.838473,59281.000000,322.995356
8,294927.345463,236446.000000,113.141504
16,42974.522743,20532.000000,104.818891
32,432388.265154,236868.000000,1049.835225
64,306600.789007,227630.000000,847.630816
128,309448.784969,205816.000000,104.062481
256,413805.708292,192200.000000,4851.218094
512,202679.439399,137423.000000,4606.584418
1024,439664.885580,308480.000000,26995.433336
2048,319612.469555,222405.000000,16183.225235
4096,640117.245007,553818.000000,127661.818525
8192,341722.147231,156516.000000,210940.331269
16384,456403.952506,172031.000000,369528.866985
32768,751163.836622,306635.000000,310743.459946
65536,576327.763692,221105.000000,496425.631320
