frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,182640.663824,115608.000000,0.000000
4,210178.808247,139255.000000,0.000000
8,159882.741176,84156.000000,0.000000
16,271008.816862,138494.000000,0.000000
32,175604.095673,82172.000000,0.000000
64,572643.441588,261800.000000,0.000000
128,395948.261635,231342.000000,0.000000
256,605744.706842,205768.000000,0.000000
512,258229.745026,93143.000000,0.000000
1024,611588.357450,245819.000000,0.000000
2048,783995.379174,223807.000000,0.000000
4096,534057.832914,182878.000000,0.000000
8192,677516.354008,115060.000000,0.000000
16384,2088400.365545,182005.000000,0.000000
32768,1652687.948010,161611.000000,0.000000
65536,8255419.530117,217870.000000,0.000000
