frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,82223.979240,26501.000000,0.000000
4,278728.296746,119250.000000,0.000000
8,246558.598889,134507.000000,0.000000
16,287609.542895,102688.000000,0.000000
32,71125.553221,17825.000000,0.000000
64,610459.467772,280304.000000,0.000000
128,792142.936551,234466.000000,0.000000
256,341868.921856,217166.000000,0.000000
512,366996.400311,173216.000000,0.000000
1024,258694.851309,110340.000000,0.000000
2048,265045.698667,126122.000000,0.000000
4096,336146.541740,78244.000000,0.000000
8192,1806879.822715,245235.000000,0.000000
16384,313279.568678,95228.000000,0.000000
32768,2628213.506618,197661.000000,0.000000
65536,5011011.674659,138677.000000,0.000000
