frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,358666.671023,169612.000000,0.000000
4,254164.576578,107395.000000,0.000000
8,211099.087632,154481.000000,0.000000
16,149284.244772,51331.000000,0.000000
32,685802.065426,264627.000000,0.000000
64,666117.084334,299251.000000,0.000000
128,583899.744901,197478.000000,0.000000
256,545935.099413,191096.000000,0.000000
512,563807.466234,345494.000000,0.000000
1024,389857.426683,143823.000000,0.000000
2048,620386.086609,230713.000000,0.000000
4096,677302.682941,139460.000000,0.000000
8192,1027222.252430,183297.000000,0.000000
16384,1740084.201957,253295.000000,0.000000
32768,2395422.881395,217565.000000,0.000000
65536,2299737.322253,130738.000000,0.000000
