frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,264895.411872,113417.000000,0.000000
4,157027.382628,78559.000000,0.000000
8,92750.961515,58225.000000,0.000000
16,692919.303911,436185.000000,0.000000
32,247085.930257,93957.000000,0.000000
64,424768.833218,280667.000000,0.000000
128,396319.480074,147771.000000,0.000000
256,198441.419212,84907.000000,0.000000
512,292492.124677,102479.000000,0.000000
1024,342747.459506,272642.000000,0.000000
2048,672245.100295,334553.000000,0.000000
4096,589644.253120,183816.000000,0.000000
8192,315034.844051,82067.000000,0.000000
16384,337931.928826,123924.000000,0.000000
32768,2990221.220515,116800.000000,0.000000
65536,2300759.541347,120429.000000,0.000000
