frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,269298.386408,199853.000000,0.000000
4,371380.356181,194727.000000,0.000000
8,330006.974746,131352.000000,0.000000
16,185748.589696,120932.000000,0.000000
32,277924.829283,89124.000000,0.000000
64,350369.768572,164878.000000,0.000000
128,742883.824631,307400.000000,0.000000
256,630896.137779,207051.000000,0.000000
512,616404.508769,229205.000000,0.000000
1024,308031.061416,82266.000000,0.000000
2048,892263.147617,302753.000000,0.000000
4096,390923.882375,135129.000000,0.000000
8192,123370.544969,65101.000000,0.000000
16384,1608756.337523,168430.000000,0.000000
32768,845143.360339,209359.000000,0.000000
65536,684433.526049,89673.000000,0.000000
