frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,185037.697078,84686.000000,0.000000
4,192285.751279,119410.000000,0.000000
8,354536.085636,176223.000000,0.000000
16,563200.764844,203074.000000,0.000000
32,427204.759385,211376.000000,0.000000
64,475138.392874,256357.000000,0.000000
128,278027.959297,138261.000000,0.000000
256,250996.833376,91157.000000,0.000000
512,543973.347114,178328.000000,0.000000
1024,745699.310307,268303.000000,0.000000
2048,204376.062554,49891.000000,0.000000
4096,477331.240814,98804.000000,0.000000
8192,2126837.769893,299651.000000,0.000000
16384,542334.997865,79833.000000,0.000000
32768,969543.406489,83204.000000,0.000000
65536,1402654.004055,244952.000000,0.000000
