frequency,MLFQ_L2_norm_flow_time,MLFQ_maximum_flow_time,MLFQ_longest_H_L2_norm
2,251741.308162,89958.000000,0.000000
4,515855.933275,334000.000000,0.000000
8,162817.108349,60314.000000,0.000000
16,281247.514645,194359.000000,0.000000
32,327375.637780,161339.000000,0.000000
64,171987.728117,75470.000000,0.000000
128,721529.361554,204264.000000,0.000000
256,623313.303867,204938.000000,0.000000
512,952386.344080,283748.000000,0.000000
1024,259976.279097,154274.000000,0.000000
2048,603177.493183,247298.000000,0.000000
4096,688682.491715,290183.000000,0.000000
8192,96518.778712,30406.000000,0.000000
16384,815203.645808,144637.000000,0.000000
32768,1318476.217118,235617.000000,0.000000
65536,1702873.193132,133154.000000,0.000000
