frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
8,473776.573344,473776.573344,473776.573344,473776.573344,473776.573344,473776.573344
16384,617618.153321,627194.850671,627187.679885,627187.679885,626745.156164,627187.679885
2,456001.530493,455807.565243,455723.289968,455723.289968,455774.661267,455723.289968
16,896403.106119,896403.106119,896403.106119,896403.106119,896403.106119,896403.106119
1024,867970.072145,873469.454899,878499.306898,882662.624746,882662.624746,882653.449067
4,655662.211347,655662.211347,655662.211347,655662.211347,655662.211347,655662.211347
4096,1009120.108712,1030711.888672,1030046.671682,1046033.985341,1046033.985341,1046033.985341
8192,1163863.514857,1188933.847563,1193481.771468,1193481.810017,1193481.810017,1193481.771468
32,853618.857797,853684.587659,853684.587659,853684.587659,853674.046965,853684.587659
512,948282.022396,952921.857748,952921.857748,952921.857748,952921.857748,952921.857748
256,1228179.123804,1236547.215262,1236547.215262,1236547.215262,1236547.215262,1236547.215262
2048,963828.747995,971768.518675,972731.832083,972731.832083,972686.784871,972721.344954
64,1036392.601148,1037035.486249,1037035.486249,1037035.486249,1037035.486249,1037035.486249
128,1333884.649605,1333844.505001,1333844.505001,1333844.505001,1333844.505001,1333844.505001
65536,2329221.435640,2364609.093166,2364609.093166,2364609.093166,2364609.093166,2364609.093166
32768,2118375.671892,2123172.534708,2126997.435186,2126731.500476,2126731.500476,2126997.435186
