frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
16,523249.998940,526180.248404,526180.248404,526180.248404,526180.248404,526180.248404
4096,664899.670504,664912.284655,664912.284655,664912.284655,664918.546869,664912.284655
65536,423924.190281,423923.102304,423922.631755,423922.631755,423922.631755,423922.631755
8,501123.971512,504735.879329,504735.879329,504735.879329,504735.879329,504697.498517
256,733135.067466,734670.655802,734670.655802,734670.655802,734670.655802,734670.655802
32,630712.300521,633565.118566,633565.118566,633565.118566,633565.118566,633565.118566
512,959949.774938,959923.345108,959923.345108,959923.345108,959949.774938,959923.345108
4,778338.122075,780569.112340,780569.112340,780569.112340,780569.112340,780569.112340
32768,886651.733332,894130.939540,905118.688004,905119.235399,905124.299786,905118.688004
2,875850.947643,878816.793123,878816.793123,878830.051148,878830.051148,878816.793123
128,975947.307471,976349.213117,976349.213117,976349.213117,976349.213117,976349.213117
64,922974.480440,922974.480440,922974.480440,922974.480440,922974.480440,922974.480440
16384,1618439.419925,1617714.116606,1617695.991317,1617695.991317,1618451.226973,1617695.991317
1024,1156797.912460,1156816.909095,1156797.912460,1156797.912460,1156797.912460,1156816.909095
8192,1363448.751225,1377412.269238,1383180.393003,1383684.876292,1383684.876292,1383684.876292
2048,1873418.591339,1873051.080704,1894611.870870,1894611.870870,1894541.711080,1894611.870870
