frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
32,408002.566830,408002.566830,408002.566830,408002.566830,408002.566830,408002.566830
8,272004.873848,272004.873848,272004.873848,272004.873848,272004.873848,272004.873848
2,269788.381855,269788.381855,269788.381855,269788.381855,269788.381855,269788.381855
4,457013.587636,457013.587636,457013.587636,457013.587636,457013.587636,457013.587636
512,823287.806206,823287.806206,823287.806206,823287.806206,823287.806206,823287.806206
128,850598.977900,853659.639264,853659.639264,853659.639264,853659.639264,853659.639264
64,981692.592227,981692.592227,981692.592227,981692.592227,981692.592227,981692.592227
16,627830.022308,627830.022308,627830.022308,627830.022308,627830.022308,627830.022308
16384,595530.020384,595510.104858,595510.104858,595511.383919,595530.020384,595510.104858
4096,1277706.103896,1277706.103896,1277706.103896,1277706.103896,1277706.103896,1277706.103896
8192,1715773.661018,1720248.588678,1720248.588678,1720248.588678,1720248.876604,1720248.588678
256,1165103.041863,1165103.041863,1165103.041863,1165103.041863,1165103.041863,1165103.041863
2048,1091359.014394,1098946.735421,1098946.735421,1098946.735421,1098946.735421,1098946.735421
65536,1969621.907373,1975445.728676,1975445.728676,1975447.790002,1975447.790002,1975445.728676
1024,1485426.049427,1485426.049427,1485426.049427,1485426.049427,1485426.049427,1485426.049427
32768,1528206.138614,1539849.257416,1539849.257416,1539849.257416,1539849.257416,1539849.257416
