frequency,Dynamic_njobs100_mode0_L2_norm_flow_time,Dynamic_njobs100_mode0_maximum_flow_time,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode8_L2_norm_flow_time,Dynamic_njobs100_mode8_maximum_flow_time,Dynamic_njobs100_mode16_L2_norm_flow_time,Dynamic_njobs100_mode16_maximum_flow_time
16,276480.444424,5359.000000,276480.444424,5359.000000,276480.444424,5359.000000,276480.444424,5359.000000,276480.444424,5359.000000,276480.444424,5359.000000
4,663187.534970,12171.000000,658981.161297,14342.000000,663187.534970,12171.000000,663187.534970,12171.000000,663187.534970,12171.000000,663187.534970,12171.000000
8192,623136.306789,14438.000000,604188.606073,23329.000000,622105.541682,14438.000000,623136.306789,14438.000000,623136.306789,14438.000000,623136.306789,14438.000000
1024,886404.894826,14071.000000,884899.846466,14071.000000,886318.199489,14071.000000,886404.894826,14071.000000,886404.894826,14071.000000,886404.894826,14071.000000
128,1081811.361033,17901.000000,1081811.361033,17901.000000,1081811.361033,17901.000000,1081811.361033,17901.000000,1081811.361033,17901.000000,1081811.361033,17901.000000
65536,1747878.175276,42178.000000,1747878.555787,42178.000000,1747878.175276,42178.000000,1747878.175276,42178.000000,1747878.175276,42178.000000,1747878.175276,42178.000000
8,529203.357851,7635.000000,527402.207783,9715.000000,529203.357851,7635.000000,529203.357851,7635.000000,529203.357851,7635.000000,529203.357851,7635.000000
16384,989069.953761,19749.000000,989069.953761,19749.000000,989069.953761,19749.000000,989069.953761,19749.000000,989069.953761,19749.000000,989069.953761,19749.000000
32,855121.805480,16123.000000,844767.329364,17141.000000,855121.805480,16123.000000,855121.805480,16123.000000,855121.805480,16123.000000,855121.805480,16123.000000
256,1157285.933352,18914.000000,1152643.562535,18914.000000,1157285.933352,18914.000000,1157285.933352,18914.000000,1157285.933352,18914.000000,1157285.933352,18914.000000
512,1286355.196761,23387.000000,1282378.038633,23387.000000,1286355.196761,23387.000000,1286355.196761,23387.000000,1286355.196761,23387.000000,1286355.196761,23387.000000
2,546735.749288,7621.000000,546735.749288,7621.000000,546735.749288,7621.000000,546735.749288,7621.000000,546735.749288,7621.000000,546735.749288,7621.000000
64,1168013.909335,17476.000000,1168025.667824,17476.000000,1168013.909335,17476.000000,1168013.909335,17476.000000,1168013.909335,17476.000000,1168013.909335,17476.000000
2048,1593090.024203,26998.000000,1577371.100823,26998.000000,1593090.024203,26998.000000,1593090.024203,26998.000000,1593090.024203,26998.000000,1593090.024203,26998.000000
4096,1962184.176631,30418.000000,1913134.280461,34106.000000,1959851.576330,30418.000000,1960125.358421,30418.000000,1962184.176631,30418.000000,1962184.176631,30418.000000
32768,2364008.298639,47492.000000,2345895.357021,47492.000000,2364008.599212,47492.000000,2364008.599212,47492.000000,2364008.298639,47492.000000,2364008.298639,47492.000000
