frequency,Dynamic_njobs500_mode0_L2_norm_flow_time,Dynamic_njobs500_mode0_maximum_flow_time,Dynamic_njobs500_mode1_L2_norm_flow_time,Dynamic_njobs500_mode1_maximum_flow_time,Dynamic_njobs500_mode2_L2_norm_flow_time,Dynamic_njobs500_mode2_maximum_flow_time,Dynamic_njobs500_mode4_L2_norm_flow_time,Dynamic_njobs500_mode4_maximum_flow_time,Dynamic_njobs500_mode8_L2_norm_flow_time,Dynamic_njobs500_mode8_maximum_flow_time,Dynamic_njobs500_mode16_L2_norm_flow_time,Dynamic_njobs500_mode16_maximum_flow_time
1024,588144.827368,21818.000000,588144.827368,21818.000000,588144.827368,21818.000000,588144.827368,21818.000000,588144.827368,21818.000000,588144.827368,21818.000000
8192,711141.474087,16755.000000,711141.474087,16755.000000,711141.474087,16755.000000,711141.474087,16755.000000,711141.474087,16755.000000,711141.474087,16755.000000
32,710244.169185,25863.000000,710244.169185,25863.000000,710244.169185,25863.000000,710244.169185,25863.000000,710244.169185,25863.000000,710244.169185,25863.000000
64,736359.681460,22604.000000,736359.681460,22604.000000,736359.681460,22604.000000,736359.681460,22604.000000,736359.681460,22604.000000,736359.681460,22604.000000
4,1050434.464005,27967.000000,1050434.464005,27967.000000,1050434.464005,27967.000000,1050434.464005,27967.000000,1050434.464005,27967.000000,1050434.464005,27967.000000
16,569598.631915,13564.000000,569598.631915,13564.000000,569598.631915,13564.000000,569598.631915,13564.000000,569598.631915,13564.000000,569598.631915,13564.000000
4096,762193.703825,17818.000000,762193.703825,17818.000000,762193.703825,17818.000000,762193.703825,17818.000000,762193.703825,17818.000000,762193.703825,17818.000000
8,833286.126623,19643.000000,833286.126623,19643.000000,833286.126623,19643.000000,833286.126623,19643.000000,833286.126623,19643.000000,833286.126623,19643.000000
2,778511.266386,23386.000000,778511.266386,23386.000000,778511.266386,23386.000000,778511.266386,23386.000000,778511.266386,23386.000000,778511.266386,23386.000000
256,1316809.010549,24148.000000,1316809.010549,24148.000000,1316809.010549,24148.000000,1316809.010549,24148.000000,1316809.010549,24148.000000,1316809.010549,24148.000000
16384,1204028.034682,19763.000000,1204028.034682,19763.000000,1204028.034682,19763.000000,1204028.034682,19763.000000,1204028.034682,19763.000000,1204028.034682,19763.000000
512,875207.438915,25907.000000,875207.438915,25907.000000,875207.438915,25907.000000,875207.438915,25907.000000,875207.438915,25907.000000,875207.438915,25907.000000
2048,1324115.830067,25841.000000,1324115.830067,25841.000000,1324115.830067,25841.000000,1324115.830067,25841.000000,1324115.830067,25841.000000,1324115.830067,25841.000000
128,1222824.549922,27088.000000,1222824.549922,27088.000000,1222824.549922,27088.000000,1222824.549922,27088.000000,1222824.549922,27088.000000,1222824.549922,27088.000000
65536,826553.337001,23659.000000,826553.337001,23659.000000,826553.337001,23659.000000,826553.337001,23659.000000,826553.337001,23659.000000,826553.337001,23659.000000
32768,2649438.679489,39869.000000,2649438.679489,39869.000000,2649438.679489,39869.000000,2649438.679489,39869.000000,2649438.679489,39869.000000,2649438.679489,39869.000000
