frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
16,349771.984020,349913.975430,349913.975430,349913.975430,349913.975430,349913.975430
8,285699.120473,285566.455346,285566.455346,285573.633874,285699.120473,285566.455346
2,374675.208778,379040.016248,379040.016248,379040.016248,379040.016248,379040.016248
8192,313276.648268,313261.839425,313261.839425,313269.015035,313269.015035,313261.839425
64,817348.601951,817348.601951,817348.601951,817348.601951,817348.601951,817348.601951
4,697192.210872,700022.276932,700022.276932,700022.276932,700022.276932,700022.276932
32,826932.959764,828861.366755,828861.366755,828861.366755,828861.366755,828861.366755
128,1096038.442012,1096007.556955,1096007.556955,1096007.556955,1096038.442012,1096007.556955
1024,1083378.107162,1088837.062005,1088811.500118,1088813.837367,1088839.399199,1088811.500118
2048,917245.491764,919330.543233,919330.543233,919330.543233,919330.543233,919330.543233
4096,929267.960331,934681.846741,934681.846741,934517.598626,934476.640213,934681.846741
16384,1130136.480005,1141014.173628,1141115.803780,1141115.803780,1141014.173628,1141115.803780
256,1235920.196480,1236036.439140,1236036.439140,1236036.439140,1236036.439140,1236036.439140
512,1342999.033845,1371256.298883,1371256.298883,1371256.298883,1371211.046074,1371256.298883
32768,2089586.383355,2089586.383355,2089586.383355,2089586.383355,2089586.383355,2089586.383355
65536,3994103.496211,4031295.109052,4056106.557186,4131080.740156,4131080.740156,4131080.740156
