frequency,Dynamic_njobs50_mode0_L2_norm_flow_time,Dynamic_njobs50_mode0_maximum_flow_time,Dynamic_njobs50_mode1_L2_norm_flow_time,Dynamic_njobs50_mode1_maximum_flow_time,Dynamic_njobs50_mode2_L2_norm_flow_time,Dynamic_njobs50_mode2_maximum_flow_time,Dynamic_njobs50_mode4_L2_norm_flow_time,Dynamic_njobs50_mode4_maximum_flow_time,Dynamic_njobs50_mode8_L2_norm_flow_time,Dynamic_njobs50_mode8_maximum_flow_time,Dynamic_njobs50_mode16_L2_norm_flow_time,Dynamic_njobs50_mode16_maximum_flow_time
2,179979.620288,3437.000000,180375.364931,4598.000000,180000.323700,3437.000000,179979.620288,3437.000000,179979.620288,3437.000000,179979.620288,3437.000000
65536,752048.494674,17248.000000,741223.337510,18634.000000,752048.575688,17248.000000,752048.494674,17248.000000,752048.494674,17248.000000,752048.494674,17248.000000
4,329582.586206,6106.000000,329369.410688,6495.000000,329595.084854,6106.000000,329582.586206,6106.000000,329582.586206,6106.000000,329582.586206,6106.000000
16384,1172772.742223,24572.000000,1153649.320628,25855.000000,1172774.056000,24572.000000,1172772.742223,24572.000000,1172772.742223,24572.000000,1172772.742223,24572.000000
8,507625.099307,9438.000000,502219.637180,16835.000000,507625.099307,9438.000000,507625.099307,9438.000000,507625.099307,9438.000000,507625.099307,9438.000000
16,812034.332719,14380.000000,810287.918273,14380.000000,812034.332719,14380.000000,812034.332719,14380.000000,812034.332719,14380.000000,812034.332719,14380.000000
128,870879.266354,15864.000000,866596.441087,15864.000000,870879.266354,15864.000000,870879.266354,15864.000000,870879.266354,15864.000000,870879.266354,15864.000000
64,487837.729812,7308.000000,486298.904108,8013.000000,487837.729812,7308.000000,487837.729812,7308.000000,487837.729812,7308.000000,487837.729812,7308.000000
256,1051134.829606,20565.000000,1038752.602976,20565.000000,1050924.781895,20565.000000,1051134.829606,20565.000000,1051134.829606,20565.000000,1051134.829606,20565.000000
32,924095.776649,15359.000000,913767.200280,15768.000000,924059.077665,15359.000000,924095.776649,15359.000000,924095.776649,15359.000000,924095.776649,15359.000000
1024,1291475.931746,21481.000000,1272842.719171,22354.000000,1290906.487056,21481.000000,1291475.931746,21481.000000,1291475.931746,21481.000000,1291475.931746,21481.000000
512,1156707.537582,21330.000000,1137000.959539,21507.000000,1151631.980768,21330.000000,1156699.629672,21330.000000,1156707.537582,21330.000000,1156707.537582,21330.000000
4096,1514665.925408,25249.000000,1493761.382360,26703.000000,1509080.333130,25249.000000,1514339.794136,25249.000000,1514665.925408,25249.000000,1514665.925408,25249.000000
2048,1187099.217266,18861.000000,1164918.196984,22323.000000,1178927.984715,18921.000000,1186526.134802,18861.000000,1187099.217266,18861.000000,1187099.217266,18861.000000
8192,897590.306594,14213.000000,886418.801432,14850.000000,893494.188391,14850.000000,897590.306594,14213.000000,897590.306594,14213.000000,897590.306594,14213.000000
32768,2677590.465168,43987.000000,2639237.476750,43987.000000,2677590.497688,43987.000000,2677590.465168,43987.000000,2677590.465168,43987.000000,2677590.465168,43987.000000
