frequency,Dynamic_njobs50_mode0_L2_norm_flow_time,Dynamic_njobs50_mode0_maximum_flow_time,Dynamic_njobs50_mode1_L2_norm_flow_time,Dynamic_njobs50_mode1_maximum_flow_time,Dynamic_njobs50_mode2_L2_norm_flow_time,Dynamic_njobs50_mode2_maximum_flow_time,Dynamic_njobs50_mode4_L2_norm_flow_time,Dynamic_njobs50_mode4_maximum_flow_time,Dynamic_njobs50_mode8_L2_norm_flow_time,Dynamic_njobs50_mode8_maximum_flow_time,Dynamic_njobs50_mode16_L2_norm_flow_time,Dynamic_njobs50_mode16_maximum_flow_time
2,440156.148141,6784.000000,440284.472505,6784.000000,440156.148141,6784.000000,440156.148141,6784.000000,440156.148141,6784.000000,440156.148141,6784.000000
4,739028.298130,11417.000000,738444.941188,12311.000000,739028.298130,11417.000000,739028.298130,11417.000000,739028.298130,11417.000000,739028.298130,11417.000000
16,828877.299501,15250.000000,828535.945276,15250.000000,828877.299501,15250.000000,828877.299501,15250.000000,828877.299501,15250.000000,828877.299501,15250.000000
65536,468073.748355,12267.000000,467324.924294,12267.000000,468073.810748,12267.000000,468073.748355,12267.000000,468073.748355,12267.000000,468073.748355,12267.000000
32768,1364335.032327,31997.000000,1335235.667452,34210.000000,1351742.507337,32644.000000,1364335.032327,31997.000000,1364335.032327,31997.000000,1364335.032327,31997.000000
8,416373.583615,7336.000000,416423.711746,7336.000000,416373.583615,7336.000000,416373.583615,7336.000000,416373.583615,7336.000000,416373.583615,7336.000000
1024,833955.811189,16073.000000,833630.512671,16073.000000,833955.811189,16073.000000,833955.811189,16073.000000,833955.811189,16073.000000,833955.811189,16073.000000
32,615252.915676,11808.000000,615200.119377,11808.000000,615252.915676,11808.000000,615252.915676,11808.000000,615252.915676,11808.000000,615252.915676,11808.000000
4096,799777.855942,14408.000000,800065.751583,14408.000000,799859.339061,14408.000000,799777.855942,14408.000000,799777.855942,14408.000000,799777.855942,14408.000000
128,796965.524041,13187.000000,796732.535922,13187.000000,796965.524041,13187.000000,796965.524041,13187.000000,796965.524041,13187.000000,796965.524041,13187.000000
2048,700142.284520,13022.000000,699495.563739,13022.000000,700142.284520,13022.000000,700142.284520,13022.000000,700142.284520,13022.000000,700142.284520,13022.000000
16384,1394459.823986,26613.000000,1389435.909079,26613.000000,1394459.823986,26613.000000,1394459.823986,26613.000000,1394459.823986,26613.000000,1394459.823986,26613.000000
64,1025253.621842,16574.000000,1025204.341074,16574.000000,1025253.621842,16574.000000,1025253.621842,16574.000000,1025253.621842,16574.000000,1025253.621842,16574.000000
256,1071541.954595,18026.000000,1066107.992543,18026.000000,1071541.954595,18026.000000,1071541.954595,18026.000000,1071541.954595,18026.000000,1071541.954595,18026.000000
512,1118093.933932,20921.000000,1112838.294603,40138.000000,1118093.933932,20921.000000,1118093.933932,20921.000000,1118093.933932,20921.000000,1118093.933932,20921.000000
8192,2487229.916971,34647.000000,2477462.013987,34647.000000,2487229.916971,34647.000000,2487229.916971,34647.000000,2487229.916971,34647.000000,2487229.916971,34647.000000
