frequency,Dynamic_njobs200_mode0_L2_norm_flow_time,Dynamic_njobs200_mode0_maximum_flow_time,Dynamic_njobs200_mode1_L2_norm_flow_time,Dynamic_njobs200_mode1_maximum_flow_time,Dynamic_njobs200_mode2_L2_norm_flow_time,Dynamic_njobs200_mode2_maximum_flow_time,Dynamic_njobs200_mode4_L2_norm_flow_time,Dynamic_njobs200_mode4_maximum_flow_time,Dynamic_njobs200_mode8_L2_norm_flow_time,Dynamic_njobs200_mode8_maximum_flow_time,Dynamic_njobs200_mode16_L2_norm_flow_time,Dynamic_njobs200_mode16_maximum_flow_time
4,257619.048201,11578.000000,257619.048201,11578.000000,257619.048201,11578.000000,257619.048201,11578.000000,257619.048201,11578.000000,257619.048201,11578.000000
2,531075.414333,9350.000000,531075.414333,9350.000000,531075.414333,9350.000000,531075.414333,9350.000000,531075.414333,9350.000000,531075.414333,9350.000000
128,765988.494977,12930.000000,765988.494977,12930.000000,765988.494977,12930.000000,765988.494977,12930.000000,765988.494977,12930.000000,765988.494977,12930.000000
64,748980.519011,14099.000000,748980.519011,14099.000000,748980.519011,14099.000000,748980.519011,14099.000000,748980.519011,14099.000000,748980.519011,14099.000000
32,874358.584169,14735.000000,874358.584169,14735.000000,874358.584169,14735.000000,874358.584169,14735.000000,874358.584169,14735.000000,874358.584169,14735.000000
8,787342.262202,13198.000000,787342.262202,13198.000000,787342.262202,13198.000000,787342.262202,13198.000000,787342.262202,13198.000000,787342.262202,13198.000000
256,961805.122309,15166.000000,961805.122309,15166.000000,961805.122309,15166.000000,961805.122309,15166.000000,961805.122309,15166.000000,961805.122309,15166.000000
8192,793656.584360,20197.000000,793656.584360,20197.000000,793656.584360,20197.000000,793656.584360,20197.000000,793656.584360,20197.000000,793656.584360,20197.000000
512,1119377.128565,22764.000000,1119377.128565,22764.000000,1119377.128565,22764.000000,1119377.128565,22764.000000,1119377.128565,22764.000000,1119377.128565,22764.000000
32768,693431.322261,17166.000000,693431.322261,17166.000000,693431.322261,17166.000000,693431.322261,17166.000000,693431.322261,17166.000000,693431.322261,17166.000000
16,606109.295641,11629.000000,606109.295641,11629.000000,606109.295641,11629.000000,606109.295641,11629.000000,606109.295641,11629.000000,606109.295641,11629.000000
2048,887386.985747,13311.000000,887386.985747,13311.000000,887386.985747,13311.000000,887386.985747,13311.000000,887386.985747,13311.000000,887386.985747,13311.000000
1024,1313410.278584,22068.000000,1313410.278584,22068.000000,1313410.278584,22068.000000,1313410.278584,22068.000000,1313410.278584,22068.000000,1313410.278584,22068.000000
16384,941458.398497,16992.000000,941458.398497,16992.000000,941458.398497,16992.000000,941458.398497,16992.000000,941458.398497,16992.000000,941458.398497,16992.000000
4096,1560737.694494,28478.000000,1560737.694494,28478.000000,1560737.694494,28478.000000,1560737.694494,28478.000000,1560737.694494,28478.000000,1560737.694494,28478.000000
65536,3387065.492672,49194.000000,3387065.492672,49194.000000,3387065.492672,49194.000000,3387065.492672,49194.000000,3387065.492672,49194.000000,3387065.492672,49194.000000
