frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
16384,441418.393124,441418.393124,441418.393124,441418.393124,441418.393124,441418.393124
2,499263.567172,499263.567172,499263.567172,499263.567172,499263.567172,499263.567172
8,546108.481694,546108.481694,546108.481694,546108.481694,546108.481694,546108.481694
4,772265.277660,772265.277660,772265.277660,772265.277660,772265.277660,772265.277660
64,664767.031176,664767.031176,664767.031176,664767.031176,664767.031176,664767.031176
32,526822.429619,526822.429619,526822.429619,526822.429619,526822.429619,526822.429619
2048,752211.691594,752211.691594,752211.691594,752211.691594,752211.691594,752211.691594
128,731701.809764,731701.809764,731701.809764,731701.809764,731701.809764,731701.809764
4096,981983.011431,981983.011431,981983.011431,981983.011431,981983.011431,981983.011431
16,605452.831650,605452.831650,605452.831650,605452.831650,605452.831650,605452.831650
256,1106719.172420,1106719.172420,1106719.172420,1106719.172420,1106719.172420,1106719.172420
512,745549.406024,745760.099904,745760.099904,745760.099904,745760.099904,745760.099904
8192,750799.879088,750799.879088,750799.879088,750799.879088,750799.879088,750799.879088
1024,949259.877101,949259.877101,949259.877101,949259.877101,949259.877101,949259.877101
65536,2243060.698439,2260366.794780,2260366.794780,2260366.794780,2260366.794780,2260366.794780
32768,2467202.547010,2467202.547010,2467202.547010,2467202.547010,2467202.547010,2467202.547010
