frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
16384,122228.041864,122228.041864,122228.041864,122228.041864,122228.041864,122228.041864
65536,1000672.186549,1000672.186549,1000672.186549,1000672.186549,1000672.186549,1000672.186549
2,404406.096843,404406.096843,404406.096843,404406.096843,404406.096843,404406.096843
4,403812.186376,403812.186376,403812.186376,403812.186376,403812.186376,403812.186376
8,654485.629046,654485.629046,654485.629046,654485.629046,654485.629046,654485.629046
64,554645.500030,554645.500030,554645.500030,554645.500030,554645.500030,554645.500030
256,641395.190100,641395.190100,641395.190100,641395.190100,641395.190100,641395.190100
8192,910191.424450,910191.424450,910191.424450,910191.424450,910191.424450,910191.424450
128,965779.556604,965779.556604,965779.556604,965779.556604,965779.556604,965779.556604
16,769033.639771,769033.639771,769033.639771,769033.639771,769033.639771,769033.639771
2048,1177772.921393,1180635.911969,1180635.911969,1180635.911969,1180635.911969,1180635.911969
1024,1123238.303479,1125775.232323,1125775.232323,1125775.232323,1125775.232323,1125775.232323
512,1355752.319983,1355752.319983,1355752.319983,1355752.319983,1355752.319983,1355752.319983
32,1108654.774021,1108654.774021,1108654.774021,1108654.774021,1108654.774021,1108654.774021
4096,1331999.485763,1331999.485763,1331999.485763,1331999.485763,1331999.485763,1331999.485763
32768,1816057.955381,1816057.955381,1816057.955381,1816057.955381,1816057.955381,1816057.955381
