frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
4,380471.632445,380330.249554,380330.249554,380330.249554,380330.249554,380330.249554
2,460854.118475,460854.118475,460854.118475,460854.118475,460854.118475,460854.118475
32,596175.049939,596175.049939,596175.049939,596175.049939,596175.049939,596175.049939
16,544140.816874,544140.816874,544140.816874,544140.816874,544140.816874,544140.816874
512,709420.517778,709370.821076,709370.821076,709370.821076,709420.517778,709370.821076
1024,907181.916440,907181.916440,907181.916440,907181.916440,907181.916440,907181.916440
8,826756.818532,826756.818532,826756.818532,826756.818532,826756.818532,826756.818532
128,791403.656323,791403.656323,791403.656323,791403.656323,791403.656323,791403.656323
64,795033.974072,796922.103526,796922.103526,796922.103526,796922.103526,796922.103526
65536,698013.475622,699526.105035,699526.105035,699526.105035,699526.105035,699526.105035
256,1051983.919751,1054057.008880,1054057.008880,1054057.008880,1054057.008880,1054057.008880
16384,893549.866466,893549.866466,893549.866466,894548.927509,894548.927509,894548.927509
2048,1311424.892372,1312082.581177,1312082.581177,1312082.581177,1312082.581177,1312082.581177
32768,1422821.222382,1429731.543319,1429731.543319,1429731.543319,1429731.543319,1429731.543319
4096,1798633.679860,1798624.108815,1798621.497095,1798621.497095,1798633.679860,1798621.497095
8192,1738353.955446,1739706.900985,1741514.222920,1741514.222920,1740162.682543,1741514.222920
