coherence_time,L2_norm_flow_time
2,66951576.668734096
4,82438948.572407
8,91574600.4735663
16,99420085.9469506
32,92099460.0665509
64,76255341.0938718
128,78530482.10467151
256,53617378.5304065
512,74265619.58078781
1024,53631239.932667196
2048,81517818.5276428
4096,29738373.7085344
8192,156296881.81109208
16384,93986066.1417212
32768,65231758.607691005
65536,113547600.2867955
