coherence_time,L2_norm_flow_time
2,73973090.8859409
4,74141343.1701768
8,75171427.6546817
16,75297341.40799871
32,76032658.17677979
64,76533329.4646444
128,76653842.79856351
256,76797764.9075628
512,76602126.4397729
1024,76506254.94094631
2048,76453141.1384415
4096,74604180.4429144
8192,73857185.4719227
16384,77201372.7531561
32768,80659275.4516812
65536,87449025.122354
