mean_inter_arrival_time,L2_norm_flow_time
20.0,208757617.6232933
22.0,203305898.8112749
24.0,197971274.91982105
26.0,192634072.89848882
28.0,187406206.75490835
30.0,181805586.94897887
32.0,176714748.89100063
34.0,171679422.55064815
36.0,166492066.14772686
38.0,161343622.41931722
40.0,156323706.124447
