frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode3_maximum_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode5_maximum_flow_time,Dynamic_njobs100_mode6_maximum_flow_time
8192,106266391.456853,105470678.719323,102716446.512584,85259545.586207,85042155.300140,83114048.812827,1172636.000000,1172636.000000,1175976.000000,2142579.000000,2142579.000000,2193244.000000
32,82150263.906828,82131034.405725,81839782.517041,81839782.517041,81839782.517041,81839782.517041,2167928.000000,2167928.000000,2228895.000000,2228895.000000,2228895.000000,2228895.000000
256,84523333.725065,84191018.238696,84166210.117376,84166210.117376,84126881.668755,84166210.117376,2263284.000000,2263284.000000,2263284.000000,2263284.000000,2263284.000000,2263284.000000
64,81060032.601889,80599722.411198,80525280.949388,80525280.949388,80525280.949388,80525280.949388,2181103.000000,2228497.000000,2228497.000000,2228497.000000,2228497.000000,2228497.000000
4,79835674.714992,79673845.337403,79301535.651211,79301535.651211,79301535.651211,79301535.651211,2270028.000000,2270028.000000,2270028.000000,2270028.000000,2270028.000000,2270028.000000
128,81561405.854223,81530180.505306,81702662.759296,81702662.759296,81702662.759296,81702662.759296,2133154.000000,2133154.000000,2133154.000000,2133154.000000,2133154.000000,2133154.000000
4096,92419704.184423,90345824.971958,85317328.880988,84028346.874348,83397638.631015,82542293.909359,2096830.000000,2096830.000000,2193991.000000,2193991.000000,2234641.000000,2234641.000000
32768,78430001.680804,78195428.257262,78167705.295009,75807782.185209,74025306.019617,69782192.918594,1719244.000000,1719244.000000,1719244.000000,1855948.000000,2031526.000000,2112996.000000
1024,80701780.170694,78409282.150920,78516532.784569,78417189.529632,78426890.184828,78223267.904984,2137609.000000,2150471.000000,2150471.000000,2150471.000000,2150471.000000,2150471.000000
2,78636660.442749,78366900.656421,78442713.234379,78442713.234379,78442713.234379,78442713.234379,2324438.000000,2324438.000000,2324438.000000,2324438.000000,2324438.000000,2324438.000000
16,79927570.698480,79780585.495239,79780585.495239,79780585.495239,79780585.495239,79780585.495239,2249476.000000,2249476.000000,2249476.000000,2249476.000000,2249476.000000,2249476.000000
8,93602870.813723,80918689.807236,80559235.435709,80559235.435709,80559235.435709,80559235.435709,1193221.000000,2231220.000000,2231220.000000,2231220.000000,2231220.000000,2231220.000000
512,85495086.779842,84273996.213459,83951013.999591,83951013.999591,83951013.999591,83951013.999591,2178846.000000,2229331.000000,2229331.000000,2229331.000000,2229331.000000,2229331.000000
2048,90677010.244564,86459813.683794,84307853.606425,83673305.296231,83707958.210670,83264259.019542,2028918.000000,2192619.000000,2211733.000000,2211733.000000,2211733.000000,2211733.000000
65536,124014445.880348,123805173.751139,123581808.637634,123739592.835299,128063538.481304,123703858.104895,1929286.000000,1929286.000000,1929286.000000,1929286.000000,1216760.000000,2238297.000000
16384,112751620.473768,112294107.843896,110112547.568265,92553379.515709,93031237.715076,93057250.363372,1171976.000000,1172200.000000,1176417.000000,2100972.000000,2100972.000000,2100972.000000
