frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode3_maximum_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode5_maximum_flow_time,Dynamic_njobs100_mode6_maximum_flow_time
65536,62845968.673131,62896189.659495,62553033.607735,62097508.199420,60690545.732294,48808321.873620,1728409.000000,1728409.000000,1728409.000000,1728409.000000,1734410.000000,2197829.000000
512,82309231.138935,79446289.065965,79677422.027589,79677422.027589,79923385.784719,79677422.027589,2225028.000000,2237617.000000,2237617.000000,2237617.000000,2237617.000000,2237617.000000
32,77606349.124440,77681159.306520,77590940.375968,77590940.375968,77590940.375968,77590940.375968,2151881.000000,2151881.000000,2151881.000000,2151881.000000,2151881.000000,2151881.000000
64,81721873.730538,80630621.891658,80706648.932817,80706648.932817,80706648.932817,80630621.891658,2193422.000000,2241553.000000,2241553.000000,2241553.000000,2241553.000000,2241553.000000
2,80055846.117237,80080596.334851,79508820.358165,79508820.358165,80211174.257074,79508820.358165,2217184.000000,2217184.000000,2266988.000000,2266988.000000,2217184.000000,2266988.000000
8192,76706892.557459,75525190.712074,71071063.102003,70071806.894069,67472274.096569,61695650.485793,1836993.000000,1902940.000000,2014415.000000,2014415.000000,2145864.000000,2243607.000000
128,79619122.068271,79615236.977322,79615236.977322,79615236.977322,79704681.701164,79615236.977322,2146155.000000,2146155.000000,2146155.000000,2146155.000000,2146155.000000,2146155.000000
16,81315467.602186,81405943.586621,81405197.969135,81405197.969135,81405197.969135,81022548.652988,2261483.000000,2261483.000000,2261483.000000,2261483.000000,2261483.000000,2261483.000000
4,78961064.871216,78353472.048469,78353472.048469,78353472.048469,78353472.048469,78353472.048469,2208543.000000,2293418.000000,2293418.000000,2293418.000000,2293418.000000,2293418.000000
4096,87704294.977686,87492189.090132,84074624.981370,82854841.269570,83100057.462946,83054496.413905,1948685.000000,1948685.000000,2140275.000000,2201194.000000,2201194.000000,2201194.000000
8,80017575.237846,79676169.620952,79676169.620952,79676169.620952,79676169.620952,79676169.620952,2161205.000000,2205089.000000,2205089.000000,2205089.000000,2205089.000000,2205089.000000
256,95274602.275167,82618524.202039,82618524.202039,82618524.202039,82618524.202039,82618524.202039,1204863.000000,2190606.000000,2190606.000000,2190606.000000,2190606.000000,2190606.000000
2048,93354292.072383,80898657.660650,79243338.161923,79043612.487583,79091813.731918,78712937.207776,1079201.000000,1885778.000000,2065071.000000,2080601.000000,2080601.000000,2080601.000000
32768,159120034.184687,158285329.807245,156121105.810007,141804759.028402,101706667.692164,99599501.579364,1744285.000000,1744803.000000,1744285.000000,1758669.000000,2619714.000000,2619714.000000
1024,83279774.818103,80193596.282134,79192079.245591,78682912.630660,78732640.032071,77774899.154593,2104950.000000,2180513.000000,2187152.000000,2209789.000000,2209789.000000,2209789.000000
16384,86955037.895344,86966394.519430,85486036.240838,104176902.956105,99905738.308455,83119662.822798,2096730.000000,2096730.000000,2187033.000000,1270611.000000,1289872.000000,2265363.000000
