frequency,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode1_maximum_flow_time,Dynamic_njobs100_mode2_maximum_flow_time,Dynamic_njobs100_mode3_maximum_flow_time,Dynamic_njobs100_mode4_maximum_flow_time,Dynamic_njobs100_mode5_maximum_flow_time,Dynamic_njobs100_mode6_maximum_flow_time
8,79990980.161719,80075828.551008,80060275.067520,80060275.067520,80060275.067520,80060275.067520,2171098.000000,2171098.000000,2171098.000000,2171098.000000,2171098.000000,2171098.000000
16384,94024449.637274,94164735.142584,94131030.288337,93290247.139461,93951603.242353,94337273.390201,2077089.000000,2077089.000000,2136431.000000,2169812.000000,2330784.000000,2330784.000000
2,80742726.734285,80339926.381743,77936866.737772,77936866.737772,77936866.737772,77632328.572600,2125362.000000,2155060.000000,2295059.000000,2295059.000000,2295059.000000,2295059.000000
2048,78420250.837652,77176471.413798,74710643.826701,75077290.608549,75139803.789669,75082292.510265,1895000.000000,2007134.000000,2094012.000000,2094012.000000,2094012.000000,2094012.000000
64,80641747.641192,80415624.527615,80049224.547574,80716555.474585,80696140.883624,80049224.547574,2228970.000000,2228970.000000,2228970.000000,2228970.000000,2228970.000000,2228970.000000
128,80181994.219258,80407641.360020,80243546.597897,80243546.597897,80243546.597897,80243546.597897,2138247.000000,2138247.000000,2138247.000000,2138247.000000,2138247.000000,2138247.000000
256,84946622.626715,84470866.357780,80669880.236281,80688162.599332,80688162.599332,80688162.599332,2187880.000000,2187880.000000,2258176.000000,2258176.000000,2258176.000000,2258176.000000
65536,62990256.370736,63007733.687191,63054984.679174,62998230.075786,56773654.824999,51524395.579345,1101580.000000,1101580.000000,1101580.000000,1101580.000000,1454780.000000,1454780.000000
32,80276415.459354,79930066.991879,80022497.885901,80022497.885901,80055379.138872,80022497.885901,2197176.000000,2197176.000000,2197176.000000,2197176.000000,2197176.000000,2197176.000000
512,86643217.874369,86073800.855192,85512928.536343,85451921.689250,85451921.689250,85451921.689250,2160728.000000,2160728.000000,2231518.000000,2231518.000000,2231518.000000,2231518.000000
4,80311106.141336,79873435.488482,79635351.648117,79459823.548335,79459823.548335,79343597.881839,2159823.000000,2159823.000000,2191782.000000,2191782.000000,2191782.000000,2191782.000000
16,78810567.974036,78381291.113756,78381291.113756,78381291.113756,78381291.113756,78381291.113756,2116301.000000,2155521.000000,2155521.000000,2155521.000000,2155521.000000,2155521.000000
4096,84318661.496104,83283359.392304,81327554.239004,78998143.432939,79199967.906281,78023898.767234,1961470.000000,1961470.000000,2112711.000000,2212673.000000,2212673.000000,2212673.000000
1024,81834653.038311,79612060.579828,77987049.980590,78152549.001107,78233178.795612,78152549.001107,2038376.000000,2102173.000000,2180233.000000,2180233.000000,2180233.000000,2180233.000000
8192,94856177.902788,94336081.000256,90676722.649958,86364478.455316,81606992.271227,81536798.990241,2106339.000000,2106339.000000,2112509.000000,2182826.000000,2393763.000000,2393763.000000
32768,119950164.126338,119275995.870827,108128397.419584,106735649.984474,102521794.799822,103344767.907383,1247548.000000,1249927.000000,1846094.000000,1864304.000000,2121431.000000,2132077.000000
