arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
36,2000.000000,800,242083676.224060
36,500.000000,200,58638892.002139
36,100.000000,50,8691089.169673
36,8.500000,262144,16475658.154709
36,9.800000,32768,23115168.261292
36,12.400000,4096,43700139.772664
36,18.900000,512,79335873.973098
36,60.000000,24,134589047.962098
36,60.000000,18,139267132.972797
36,60.000000,12,147711924.239906
36,56.300000,64,158258506.898125
