arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
36,100.000000,50,8806710.398104
36,500.000000,200,58160387.512465
36,2000.000000,800,242083679.214047
36,8.500000,262144,14861984.059202
36,9.800000,32768,22961950.176428
36,12.400000,4096,41306642.793527
36,18.900000,512,80467947.342517
36,60.000000,24,132770914.375775
36,60.000000,18,140379407.172773
36,60.000000,12,147977928.438757
36,56.300000,64,157438700.906682
