arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
32,500.000000,200,59001647.250184
32,100.000000,50,8986005.578579
32,2000.000000,800,244292223.711157
32,8.500000,262144,19956541.282034
32,9.800000,32768,29752889.826599
32,12.400000,4096,48922162.632547
32,18.900000,512,90080094.762413
32,60.000000,24,144576964.052065
32,60.000000,18,152957050.874189
32,60.000000,12,159260542.735555
32,56.300000,64,170784594.467118
