arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
20,100.000000,50,10028903.704623
20,500.000000,200,59475287.146111
20,2000.000000,800,243529327.020644
20,8.500000,262144,37948936.109809
20,9.800000,32768,51157441.090211
20,12.400000,4096,75308016.730533
20,18.900000,512,117849479.734920
20,60.000000,24,177261792.238978
20,60.000000,18,184263008.652228
20,60.000000,12,194836831.756495
20,56.300000,64,208484117.328761
