arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs1_mode1_L2_norm_flow_time
24,100.000000,50,9858577.419127
24,2000.000000,800,243831808.964797
24,500.000000,200,59498186.189073
24,8.500000,262144,32510405.812591
24,9.800000,32768,43948941.836397
24,12.400000,4096,64768988.955597
24,18.900000,512,109467445.444876
24,60.000000,24,165573257.972793
24,60.000000,18,173989762.745808
24,60.000000,12,182050232.966111
24,56.300000,64,196438364.671633
