arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time
26.0,4.073,262144,427567.28510726825,427567.28510726825,427567.28510726825,427567.28510726825,427567.28510726825,427567.28510726825,427567.28510726825
26.0,4.639,32768,1025189.2111703088,1053945.8175091355,1053945.8175091355,1053945.8175091355,1053945.8175091355,1053945.8175091355,1053945.8175091355
26.0,5.649,4096,2800644.3167678397,2773095.205437058,2773095.205437058,2773095.205437058,2773095.205437058,2773095.205437058,2773095.205437058
26.0,7.918,512,5767294.865465177,5939538.877282394,5890260.934734556,5939538.877282394,5939538.877282394,5939538.877282394,5939538.877282394
26.0,16.772,64,7395739.728044382,7395739.728044382,7395739.728044382,7395739.728044382,7395739.728044382,7395739.728044382,7395739.728044382
