arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time
26.0,4.073,262144,11610295.804152839,831393.4819927325,831393.4819927325,831393.4819927325,831393.4819927325,831393.4819927325,831393.4819927325
26.0,4.639,32768,1095291.2145009656,1095291.2145009656,1095291.2145009656,1095291.2145009656,1095291.2145009656,1095291.2145009656,1095291.2145009656
26.0,5.649,4096,2390178.215390016,2420037.545434161,2420037.545434161,2420037.545434161,2420037.545434161,2420037.545434161,2420037.545434161
26.0,7.918,512,5613798.769369098,5676030.669670311,5704075.163917373,5704075.163917373,5704075.163917373,5704075.163917373,5704075.163917373
26.0,16.772,64,7186068.751780281,7191966.837792288,7191966.837792288,7191966.837792288,7191966.837792288,7191966.837792288,7191966.837792288
