arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
32.0,4.073,262144,47719.633213175475,47719.633213175475,47719.633213175475,47719.633213175475,47719.633213175475,47719.633213175475
32.0,4.639,32768,69337.19864546014,69337.19864546014,69337.19864546014,69337.19864546014,69337.19864546014,69337.19864546014
32.0,5.649,4096,110822.69169263126,110822.69169263126,110822.69169263126,110822.69169263126,110822.69169263126,110822.69169263126
32.0,7.918,512,58761.2528457316,58758.7177617075,58758.7177617075,58758.7177617075,58761.2528457316,58758.7177617075
32.0,16.772,64,51062.00530727323,51062.00530727323,51062.00530727323,51062.00530727323,51062.00530727323,51062.00530727323
