arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
20.0,4.073,262144,668906.1243597639,668906.1243597639,668906.1243597639,668906.1243597639,668906.1243597639,668906.1243597639
20.0,4.639,32768,1206751.2801509679,1206751.2801509679,1206751.2801509679,1206751.2801509679,1206751.2801509679,1206751.2801509679
20.0,5.649,4096,1850725.5435596062,1850725.5435596062,1850725.5435596062,1850725.5435596062,1850725.5435596062,1850725.5435596062
20.0,7.918,512,3369782.0798590225,3380449.0322198323,3380449.0322198323,3380449.0322198323,3380449.0322198323,3380449.0322198323
20.0,16.772,64,6098251.180193794,6117302.07390276,6117294.264820927,6117294.264820927,6117294.264820927,6117302.07390276
