arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
28.0,4.073,262144,65354.22530334209,65354.22530334209,65354.22530334209,65354.22530334209,65354.22530334209,65354.22530334209
28.0,4.639,32768,258131.59231485013,258131.59231485013,258131.59231485013,258131.59231485013,258131.59231485013,258131.59231485013
28.0,5.649,4096,421944.7522235583,421944.7522235583,421944.7522235583,421944.7522235583,421944.7522235583,421944.7522235583
28.0,7.918,512,1149950.6784149483,1207153.664393643,1207153.664393643,1207153.664393643,1207153.664393643,1207153.664393643
28.0,16.772,64,1394106.6271659425,1394106.6271659425,1394106.6271659425,1394106.6271659425,1394106.6271659425,1394106.6271659425
