arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
28.0,4.073,262144,139674.23071203937,139674.23071203937,139674.23071203937,139674.23071203937,139674.23071203937,139674.23071203937
28.0,4.639,32768,398789.06279761484,398789.06279761484,398789.06279761484,398789.06279761484,398789.06279761484,398789.06279761484
28.0,5.649,4096,566646.0686910305,576222.9141851268,576222.9141851268,576222.9141851268,576222.9141851268,576222.9141851268
28.0,7.918,512,1222591.5022111842,1140354.0088034067,1142286.8760385895,1222591.5022111842,1222591.5022111842,1222591.5022111842
28.0,16.772,64,1558976.9076901043,1558976.9076901043,1558976.9076901043,1558976.9076901043,1558976.9076901043,1558976.9076901043
