arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time
34.0,4.073,262144,1049503.1513501997,174938.33860534974,174938.33860534974,174938.33860534974,174938.33860534974,174938.33860534974,174938.33860534974
34.0,4.639,32768,184082.76173504133,184082.76173504133,184082.76173504133,184082.76173504133,184082.76173504133,184082.76173504133,184082.76173504133
34.0,5.649,4096,124519.5497060602,124044.58275958689,124044.58275958689,124044.58275958689,124044.58275958689,124044.58275958689,124044.58275958689
34.0,7.918,512,58135.01278919615,58101.62197391739,58101.62197391739,58101.62197391739,58101.62197391739,58101.62197391739,58101.62197391739
34.0,16.772,64,31956.735534156174,31873.928374143026,31894.733907026093,31894.733907026093,31894.733907026093,31873.928374143026,31873.928374143026
