arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
22.0,4.073,262144,548100.8025491297,548100.8025491297,548100.8025491297,548100.8025491297,548100.8025491297,548100.8025491297
22.0,4.639,32768,794978.9693532779,794978.9693532779,794978.9693532779,794978.9693532779,794978.9693532779,794978.9693532779
22.0,5.649,4096,1190243.855823251,1190243.855823251,1190243.855823251,1190243.855823251,1190243.855823251,1190243.855823251
22.0,7.918,512,3080486.70293608,3074288.310313462,3071466.8645512033,3101915.0849368847,3101915.0849368847,3101915.0849368847
22.0,16.772,64,5299170.534812218,5304903.8979449,5304903.8979449,5304903.8979449,5304903.8979449,5304903.8979449
