arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
32.0,4.073,262144,45765.79307736292,45765.79307736292,45765.79307736292,45765.79307736292,45765.79307736292,45765.79307736292
32.0,4.639,32768,68378.48595135754,68378.48595135754,68378.48595135754,68378.48595135754,68378.48595135754,68378.48595135754
32.0,5.649,4096,48123.31820437988,48123.31820437988,48123.31820437988,48123.31820437988,48123.31820437988,48123.31820437988
32.0,7.918,512,80784.10982984216,80779.43254938103,80779.43254938103,80784.10982984216,80784.10982984216,80779.43254938103
32.0,16.772,64,56854.53097159452,55751.619025818436,55751.619025818436,55751.619025818436,55751.619025818436,55751.619025818436
