arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time
20.0,4.073,262144,1542704.7644951383,1542704.7644951383,1542704.7644951383,1542704.7644951383,1542704.7644951383,1542704.7644951383,1542704.7644951383
20.0,4.639,32768,3201739.6679207073,2956367.5726086567,2956367.5726086567,2956367.5726086567,2956367.5726086567,2956367.5726086567,2956367.5726086567
20.0,5.649,4096,4490688.035457707,4490688.035457707,4490688.035457707,4490688.035457707,4490688.035457707,4490688.035457707,4490688.035457707
20.0,7.918,512,10188800.99156044,10173722.131780678,10173722.131780678,10173722.131780678,10173722.131780678,10173722.131780678,10173722.131780678
20.0,16.772,64,17097718.66040923,17107106.789510347,17107106.789510347,17107106.789510347,17107106.789510347,17107106.789510347,17107106.789510347
