arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
34.0,4.073,262144,94027.64094669184,94027.64094669184,94027.64094669184,94027.64094669184,94027.64094669184,94027.64094669184
34.0,4.639,32768,99905.80498149245,99905.80498149245,99905.80498149245,99905.80498149245,99905.80498149245,99905.80498149245
34.0,5.649,4096,79093.81602881479,79093.81602881479,79093.81602881479,79093.81602881479,79093.81602881479,79093.81602881479
34.0,7.918,512,47901.739498686264,47901.739498686264,47901.739498686264,47901.739498686264,47901.739498686264,47901.739498686264
34.0,16.772,64,26769.281312728588,26698.144748277922,26698.144748277922,26698.144748277922,26698.144748277922,26698.144748277922
