arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time
38.0,4.073,262144,403020.8191731539,400171.26671838894,400171.26671838894,400171.26671838894,400171.26671838894,400171.26671838894,400171.26671838894
38.0,4.639,32768,192474.4266077964,192474.4266077964,192474.4266077964,192474.4266077964,192474.4266077964,192474.4266077964,192474.4266077964
38.0,5.649,4096,82716.64115521133,82716.64115521133,82716.64115521133,82716.64115521133,82716.64115521133,82716.64115521133,82716.64115521133
38.0,7.918,512,39887.892185474026,39887.892185474026,39887.892185474026,39887.892185474026,39887.892185474026,39887.892185474026,39887.892185474026
38.0,16.772,64,17822.558963291438,17803.820657375763,17799.014776104883,17799.014776104883,17799.014776104883,17799.014776104883,17799.014776104883
