arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time
22.0,4.073,262144,1308221.7417490813,1308221.7417490813,1308221.7417490813,1308221.7417490813,1308221.7417490813,1308221.7417490813,1308221.7417490813
22.0,4.639,32768,1806854.1102410564,1806854.1102410564,1806854.1102410564,1806854.1102410564,1806854.1102410564,1806854.1102410564,1806854.1102410564
22.0,5.649,4096,4109800.014104701,4109800.014104701,4109800.014104701,4109800.014104701,4109800.014104701,4109800.014104701,4109800.014104701
22.0,7.918,512,8494232.077933885,8522903.586387623,8522903.586387623,8522903.586387623,8522903.586387623,8522903.586387623,8522903.586387623
22.0,16.772,64,13881485.50661002,13882081.078208052,13882081.078208052,13882081.078208052,13882081.078208052,13882081.078208052,13882081.078208052
