arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
28.0,4.073,262144,230971.4128739745,230842.88512535967,230842.88512535967,230842.88512535967,230891.02159460424,230842.88512535967
28.0,4.639,32768,189891.47889255063,189891.47889255063,189891.47889255063,189891.47889255063,189891.47889255063,189891.47889255063
28.0,5.649,4096,446011.3345577666,446011.3345577666,446011.3345577666,446011.3345577666,446011.3345577666,446011.3345577666
28.0,7.918,512,1175991.0322213345,1175991.0322213345,1175991.0322213345,1175991.0322213345,1101648.9984010335,1175991.0322213345
28.0,16.772,64,1224596.3576791333,1226835.7007765954,1226835.7007765954,1226835.7007765954,1226835.7007765954,1226835.7007765954
