arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time
36.0,4.073,262144,183295.83048722084,183295.6237557242,183295.6237557242,183295.6237557242,183295.6237557242,183295.6237557242,183295.6237557242
36.0,4.639,32768,303718.55420438177,127217.54424213666,127217.54424213666,127217.54424213666,127217.54424213666,127217.54424213666,127217.54424213666
36.0,5.649,4096,85261.2385671238,81873.32823331417,81873.32823331417,81873.32823331417,81873.32823331417,81873.32823331417,81873.32823331417
36.0,7.918,512,48701.79648637204,48641.390800428395,48641.390800428395,48641.390800428395,48641.390800428395,48641.390800428395,48641.390800428395
36.0,16.772,64,21954.995285811383,21537.265773537736,21537.265773537736,21537.265773537736,21537.265773537736,21449.97317014639,21537.265773537736
