arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time
34.0,4.073,262144,77787.24059895685,77785.52118485805,77785.52118485805,77785.52118485805,77785.52118485805,77785.52118485805,77785.52118485805
34.0,4.639,32768,278324.99209736806,277582.2563061263,277582.2563061263,277582.2563061263,277582.2563061263,277582.2563061263,277582.2563061263
34.0,5.649,4096,146272.57395697938,146272.57395697938,146272.57395697938,146272.57395697938,146272.57395697938,146272.57395697938,146272.57395697938
34.0,7.918,512,55775.604873457,55809.0912934443,55809.0912934443,55809.0912934443,55809.0912934443,55809.0912934443,55809.0912934443
34.0,16.772,64,29993.86468929938,29870.099045701205,29870.099045701205,29870.099045701205,29870.099045701205,29870.099045701205,29870.099045701205
