arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time,Dynamic_njobs100_mode7_L2_norm_flow_time
30.0,4.073,262144,219500.0332779018,219363.56966460953,219363.56966460953,219363.56966460953,219363.56966460953,219363.56966460953,219363.56966460953
30.0,4.639,32768,1010109.2968139636,469476.79436687817,469476.79436687817,469476.79436687817,469476.79436687817,469476.79436687817,469476.79436687817
30.0,5.649,4096,1119957.3512853067,1119957.3512853067,1119957.3512853067,1119957.3512853067,1119957.3512853067,1119957.3512853067,1119957.3512853067
30.0,7.918,512,1289961.2166596327,1289961.2166596327,1289961.2166596327,1289961.2166596327,1289961.2166596327,1074876.7046401182,1062568.0617146366
30.0,16.772,64,1654733.5388055686,1654693.1900041169,1654693.1900041169,1654693.1900041169,1654693.1900041169,1654693.1900041169,1654693.1900041169
