arrival_rate,bp_parameter_L,bp_parameter_H,Dynamic_njobs100_mode1_L2_norm_flow_time,Dynamic_njobs100_mode2_L2_norm_flow_time,Dynamic_njobs100_mode3_L2_norm_flow_time,Dynamic_njobs100_mode4_L2_norm_flow_time,Dynamic_njobs100_mode5_L2_norm_flow_time,Dynamic_njobs100_mode6_L2_norm_flow_time
30.0,4.073,262144,91879.91385498791,91879.91385498791,91879.91385498791,91879.91385498791,91879.91385498791,91879.91385498791
30.0,4.639,32768,542498.4324576431,542498.4324576431,542498.4324576431,542498.4324576431,542498.4324576431,542498.4324576431
30.0,5.649,4096,312256.65063533874,312256.65063533874,312256.65063533874,312256.65063533874,312256.65063533874,312256.65063533874
30.0,7.918,512,404088.3289034713,404088.3289034713,404088.3289034713,404088.3289034713,404088.3289034713,389978.7920913136
30.0,16.772,64,539720.3404847736,539720.3404847736,539720.3404847736,539720.3404847736,539720.3404847736,539720.3404847736
